"data_id","age","language","form","birth_order","ethnicity","sex","zygosity","original_id","norming","longitudinal","source_name","mom_ed","measure","vocab","cross_sectional","demo","n","demo_label"
145913,18,"English (American)","WG","Second","White","Female",NA,"1",TRUE,FALSE,"Marchman","Graduate","comprehension",150,TRUE,"All Data",1071,"All Data (n = 1071)"
145914,18,"English (American)","WG","First","White","Male",NA,"2",TRUE,FALSE,"Marchman","Graduate","comprehension",185,TRUE,"All Data",1071,"All Data (n = 1071)"
145915,18,"English (American)","WG","Second","White","Male",NA,"3",TRUE,FALSE,"Marchman","Some College","comprehension",224,TRUE,"All Data",1071,"All Data (n = 1071)"
145916,18,"English (American)","WG","First","White","Male",NA,"4",TRUE,FALSE,"Marchman","College","comprehension",209,TRUE,"All Data",1071,"All Data (n = 1071)"
145917,18,"English (American)","WG","First","White","Female",NA,"5",TRUE,FALSE,"Marchman","Some College","comprehension",283,TRUE,"All Data",1071,"All Data (n = 1071)"
145918,17,"English (American)","WG","Second","White","Male",NA,"6",TRUE,FALSE,"Marchman","Some College","comprehension",324,TRUE,"All Data",1071,"All Data (n = 1071)"
145919,17,"English (American)","WG","First","White","Female",NA,"7",TRUE,FALSE,"Marchman","Some College","comprehension",189,TRUE,"All Data",1071,"All Data (n = 1071)"
145920,17,"English (American)","WG","First","White","Male",NA,"8",TRUE,FALSE,"Marchman","Some Secondary","comprehension",143,TRUE,"All Data",1071,"All Data (n = 1071)"
145921,17,"English (American)","WG","Second","Asian","Female",NA,"10",TRUE,FALSE,"Marchman","Some College","comprehension",297,TRUE,"All Data",1071,"All Data (n = 1071)"
145922,17,"English (American)","WG","Fourth","White","Male",NA,"11",TRUE,FALSE,"Marchman","Some Graduate","comprehension",73,TRUE,"All Data",1071,"All Data (n = 1071)"
145923,17,"English (American)","WG","First","White","Female",NA,"12",TRUE,FALSE,"Marchman","College","comprehension",183,TRUE,"All Data",1071,"All Data (n = 1071)"
145924,17,"English (American)","WG","First","White","Male",NA,"13",TRUE,FALSE,"Marchman","College","comprehension",169,TRUE,"All Data",1071,"All Data (n = 1071)"
145925,18,"English (American)","WG","Second","White","Female",NA,"14",TRUE,FALSE,"Marchman","Secondary","comprehension",269,TRUE,"All Data",1071,"All Data (n = 1071)"
145926,18,"English (American)","WG","Third","White","Male",NA,"15",TRUE,FALSE,"Marchman","Some College","comprehension",236,TRUE,"All Data",1071,"All Data (n = 1071)"
145927,18,"English (American)","WG","First","White","Female",NA,"16",TRUE,FALSE,"Marchman","Some College","comprehension",90,TRUE,"All Data",1071,"All Data (n = 1071)"
145928,17,"English (American)","WG","Second","White","Male",NA,"17",TRUE,FALSE,"Marchman","Secondary","comprehension",90,TRUE,"All Data",1071,"All Data (n = 1071)"
145929,18,"English (American)","WG","First","White","Male",NA,"18",TRUE,FALSE,"Marchman","Graduate","comprehension",128,TRUE,"All Data",1071,"All Data (n = 1071)"
145930,17,"English (American)","WG","First","White","Female",NA,"19",TRUE,FALSE,"Marchman","Graduate","comprehension",287,TRUE,"All Data",1071,"All Data (n = 1071)"
145931,17,"English (American)","WG","First","White","Male",NA,"20",TRUE,FALSE,"Marchman","College","comprehension",327,TRUE,"All Data",1071,"All Data (n = 1071)"
145932,18,"English (American)","WG","Second","White","Female",NA,"21",TRUE,FALSE,"Marchman","Graduate","comprehension",272,TRUE,"All Data",1071,"All Data (n = 1071)"
145933,18,"English (American)","WG","First","White","Female",NA,"22",TRUE,FALSE,"Marchman","College","comprehension",238,TRUE,"All Data",1071,"All Data (n = 1071)"
145934,18,"English (American)","WG","Third","White","Male",NA,"23",TRUE,FALSE,"Marchman","Graduate","comprehension",268,TRUE,"All Data",1071,"All Data (n = 1071)"
145935,17,"English (American)","WG","First","White","Male",NA,"24",TRUE,FALSE,"Marchman","Some College","comprehension",208,TRUE,"All Data",1071,"All Data (n = 1071)"
145936,18,"English (American)","WG","First","White","Female",NA,"25",TRUE,FALSE,"Marchman","Some College","comprehension",395,TRUE,"All Data",1071,"All Data (n = 1071)"
145937,17,"English (American)","WG","First","White","Male",NA,"26",TRUE,FALSE,"Marchman","College","comprehension",261,TRUE,"All Data",1071,"All Data (n = 1071)"
145938,17,"English (American)","WG","Second","White","Male",NA,"27",TRUE,FALSE,"Marchman","College","comprehension",200,TRUE,"All Data",1071,"All Data (n = 1071)"
145939,17,"English (American)","WG","First","White","Male",NA,"28",TRUE,FALSE,"Marchman","Some College","comprehension",163,TRUE,"All Data",1071,"All Data (n = 1071)"
145940,18,"English (American)","WG","Second","White","Female",NA,"29",TRUE,FALSE,"Marchman","Graduate","comprehension",276,TRUE,"All Data",1071,"All Data (n = 1071)"
145941,17,"English (American)","WG","First","White","Female",NA,"30",TRUE,FALSE,"Marchman","College","comprehension",197,TRUE,"All Data",1071,"All Data (n = 1071)"
145942,17,"English (American)","WG","Second","White","Male",NA,"31",TRUE,FALSE,"Marchman","Some College","comprehension",269,TRUE,"All Data",1071,"All Data (n = 1071)"
145943,17,"English (American)","WG","Second","White","Male",NA,"32",TRUE,FALSE,"Marchman","Secondary","comprehension",275,TRUE,"All Data",1071,"All Data (n = 1071)"
145944,17,"English (American)","WG","First","White","Female",NA,"33",TRUE,FALSE,"Marchman","Some College","comprehension",255,TRUE,"All Data",1071,"All Data (n = 1071)"
145945,18,"English (American)","WG","First","White","Male",NA,"34",TRUE,FALSE,"Marchman","Some College","comprehension",124,TRUE,"All Data",1071,"All Data (n = 1071)"
145946,17,"English (American)","WG","First","White","Male",NA,"35",TRUE,FALSE,"Marchman","College","comprehension",274,TRUE,"All Data",1071,"All Data (n = 1071)"
145947,17,"English (American)","WG","Second","White","Male",NA,"36",TRUE,FALSE,"Marchman","Some College","comprehension",144,TRUE,"All Data",1071,"All Data (n = 1071)"
145948,17,"English (American)","WG","First","White","Male",NA,"37",TRUE,FALSE,"Marchman","Secondary","comprehension",279,TRUE,"All Data",1071,"All Data (n = 1071)"
145949,17,"English (American)","WG",NA,"White","Female",NA,"38",TRUE,FALSE,"Marchman","Some College","comprehension",203,TRUE,"All Data",1071,"All Data (n = 1071)"
145950,18,"English (American)","WG","First","White","Female",NA,"39",TRUE,FALSE,"Marchman","Graduate","comprehension",363,TRUE,"All Data",1071,"All Data (n = 1071)"
145951,17,"English (American)","WG","First","White","Female",NA,"40",TRUE,FALSE,"Marchman","Secondary","comprehension",275,TRUE,"All Data",1071,"All Data (n = 1071)"
145952,17,"English (American)","WG","First","White","Male",NA,"41",TRUE,FALSE,"Marchman","Some College","comprehension",278,TRUE,"All Data",1071,"All Data (n = 1071)"
145953,18,"English (American)","WG","Second","White","Female",NA,"43",TRUE,FALSE,"Marchman","Secondary","comprehension",323,TRUE,"All Data",1071,"All Data (n = 1071)"
145954,17,"English (American)","WG","Second","White","Female",NA,"44",TRUE,FALSE,"Marchman","Graduate","comprehension",279,TRUE,"All Data",1071,"All Data (n = 1071)"
145955,17,"English (American)","WG","Second","White","Male",NA,"45",TRUE,FALSE,"Marchman","Secondary","comprehension",213,TRUE,"All Data",1071,"All Data (n = 1071)"
145956,18,"English (American)","WG","Second","White","Female",NA,"46",TRUE,FALSE,"Marchman","College","comprehension",210,TRUE,"All Data",1071,"All Data (n = 1071)"
145957,18,"English (American)","WG","First","White","Male",NA,"47",TRUE,FALSE,"Marchman","College","comprehension",261,TRUE,"All Data",1071,"All Data (n = 1071)"
145958,17,"English (American)","WG","Third","White","Female",NA,"48",TRUE,FALSE,"Marchman","Secondary","comprehension",251,TRUE,"All Data",1071,"All Data (n = 1071)"
145959,18,"English (American)","WG","First","White","Male",NA,"49",TRUE,FALSE,"Marchman","Secondary","comprehension",231,TRUE,"All Data",1071,"All Data (n = 1071)"
145960,17,"English (American)","WG","Second","White","Male",NA,"50",TRUE,FALSE,"Marchman","College","comprehension",142,TRUE,"All Data",1071,"All Data (n = 1071)"
145961,17,"English (American)","WG","First","White","Male",NA,"51",TRUE,FALSE,"Marchman","College","comprehension",230,TRUE,"All Data",1071,"All Data (n = 1071)"
145962,17,"English (American)","WG","First","White","Male",NA,"52",TRUE,FALSE,"Marchman","Some College","comprehension",98,TRUE,"All Data",1071,"All Data (n = 1071)"
145963,18,"English (American)","WG","First","White","Male",NA,"53",TRUE,FALSE,"Marchman","College","comprehension",290,TRUE,"All Data",1071,"All Data (n = 1071)"
145964,18,"English (American)","WG","First","Asian","Female",NA,"54",TRUE,FALSE,"Marchman","College","comprehension",292,TRUE,"All Data",1071,"All Data (n = 1071)"
145965,18,"English (American)","WG","Second","White","Female",NA,"55",TRUE,FALSE,"Marchman","College","comprehension",241,TRUE,"All Data",1071,"All Data (n = 1071)"
145966,17,"English (American)","WG","Second","White","Female",NA,"56",TRUE,FALSE,"Marchman","Some College","comprehension",297,TRUE,"All Data",1071,"All Data (n = 1071)"
145967,18,"English (American)","WG","Third","White","Male",NA,"58",TRUE,FALSE,"Marchman","Some College","comprehension",68,TRUE,"All Data",1071,"All Data (n = 1071)"
145968,18,"English (American)","WG","Third","White","Female",NA,"59",TRUE,FALSE,"Marchman","College","comprehension",190,TRUE,"All Data",1071,"All Data (n = 1071)"
145969,17,"English (American)","WG","Third","White","Female",NA,"61",TRUE,FALSE,"Marchman","College","comprehension",127,TRUE,"All Data",1071,"All Data (n = 1071)"
145970,17,"English (American)","WG","First","White","Male",NA,"62",TRUE,FALSE,"Marchman","Some College","comprehension",207,TRUE,"All Data",1071,"All Data (n = 1071)"
145971,18,"English (American)","WG","First","White","Female",NA,"63",TRUE,FALSE,"Marchman","Secondary","comprehension",336,TRUE,"All Data",1071,"All Data (n = 1071)"
145972,17,"English (American)","WG","Second","White","Female",NA,"64",TRUE,FALSE,"Marchman","College","comprehension",221,TRUE,"All Data",1071,"All Data (n = 1071)"
145973,18,"English (American)","WG","Second","White","Male",NA,"65",TRUE,FALSE,"Marchman","College","comprehension",174,TRUE,"All Data",1071,"All Data (n = 1071)"
145974,17,"English (American)","WG","Fourth","Asian","Female",NA,"66",TRUE,FALSE,"Marchman","Secondary","comprehension",340,TRUE,"All Data",1071,"All Data (n = 1071)"
145975,18,"English (American)","WG","First","White","Female",NA,"67",TRUE,FALSE,"Marchman","College","comprehension",129,TRUE,"All Data",1071,"All Data (n = 1071)"
145976,18,"English (American)","WG","Second","White","Male",NA,"68",TRUE,FALSE,"Marchman","Graduate","comprehension",244,TRUE,"All Data",1071,"All Data (n = 1071)"
145977,18,"English (American)","WG","First","White","Female",NA,"69",TRUE,FALSE,"Marchman","Some College","comprehension",278,TRUE,"All Data",1071,"All Data (n = 1071)"
145978,17,"English (American)","WG","First","White","Male",NA,"70",TRUE,FALSE,"Marchman","College","comprehension",304,TRUE,"All Data",1071,"All Data (n = 1071)"
145979,18,"English (American)","WG","First","White","Male",NA,"71",TRUE,FALSE,"Marchman","Some College","comprehension",161,TRUE,"All Data",1071,"All Data (n = 1071)"
145980,17,"English (American)","WG","First","White","Female",NA,"72",TRUE,FALSE,"Marchman","Graduate","comprehension",178,TRUE,"All Data",1071,"All Data (n = 1071)"
145981,18,"English (American)","WG","First","White","Male",NA,"73",TRUE,FALSE,"Marchman","Some College","comprehension",127,TRUE,"All Data",1071,"All Data (n = 1071)"
145982,18,"English (American)","WG","First","White","Female",NA,"74",TRUE,FALSE,"Marchman","Some College","comprehension",326,TRUE,"All Data",1071,"All Data (n = 1071)"
145983,18,"English (American)","WG","First","White","Male",NA,"75",TRUE,FALSE,"Marchman","College","comprehension",242,TRUE,"All Data",1071,"All Data (n = 1071)"
145984,18,"English (American)","WG","First","White","Male",NA,"76",TRUE,FALSE,"Marchman","Graduate","comprehension",244,TRUE,"All Data",1071,"All Data (n = 1071)"
145985,17,"English (American)","WG","Third","White","Male",NA,"77",TRUE,FALSE,"Marchman","Some College","comprehension",64,TRUE,"All Data",1071,"All Data (n = 1071)"
145986,17,"English (American)","WG","First","White","Female",NA,"78",TRUE,FALSE,"Marchman","Some College","comprehension",205,TRUE,"All Data",1071,"All Data (n = 1071)"
145987,18,"English (American)","WG","Second","White","Male",NA,"79",TRUE,FALSE,"Marchman","College","comprehension",163,TRUE,"All Data",1071,"All Data (n = 1071)"
145988,18,"English (American)","WG","First","White","Male",NA,"80",TRUE,FALSE,"Marchman","College","comprehension",325,TRUE,"All Data",1071,"All Data (n = 1071)"
145989,18,"English (American)","WG","First","White","Male",NA,"81",TRUE,FALSE,"Marchman","College","comprehension",259,TRUE,"All Data",1071,"All Data (n = 1071)"
145990,18,"English (American)","WG","Third","White","Male",NA,"82",TRUE,FALSE,"Marchman","Graduate","comprehension",246,TRUE,"All Data",1071,"All Data (n = 1071)"
145992,18,"English (American)","WG","First","White","Male",NA,"84",TRUE,FALSE,"Marchman","Secondary","comprehension",197,TRUE,"All Data",1071,"All Data (n = 1071)"
145993,18,"English (American)","WG","First","White","Female",NA,"85",TRUE,FALSE,"Marchman","Graduate","comprehension",177,TRUE,"All Data",1071,"All Data (n = 1071)"
145994,18,"English (American)","WG","Second","White","Male",NA,"86",TRUE,FALSE,"Marchman","Some College","comprehension",223,TRUE,"All Data",1071,"All Data (n = 1071)"
145995,18,"English (American)","WG","First","White","Male",NA,"87",TRUE,FALSE,"Marchman","Secondary","comprehension",285,TRUE,"All Data",1071,"All Data (n = 1071)"
145996,17,"English (American)","WG","Second","Hispanic","Female",NA,"88",TRUE,FALSE,"Marchman","Some Graduate","comprehension",332,TRUE,"All Data",1071,"All Data (n = 1071)"
145997,18,"English (American)","WG","First","White","Female",NA,"89",TRUE,FALSE,"Marchman","Secondary","comprehension",140,TRUE,"All Data",1071,"All Data (n = 1071)"
146000,17,"English (American)","WG","Third","White","Male",NA,"92",TRUE,FALSE,"Marchman","Graduate","comprehension",228,TRUE,"All Data",1071,"All Data (n = 1071)"
146002,18,"English (American)","WG","Third","White","Female",NA,"95",TRUE,FALSE,"Marchman","College","comprehension",361,TRUE,"All Data",1071,"All Data (n = 1071)"
146003,18,"English (American)","WG","First","Hispanic","Female",NA,"96",TRUE,FALSE,"Marchman","Some College","comprehension",330,TRUE,"All Data",1071,"All Data (n = 1071)"
146004,18,"English (American)","WG","Sixth","White","Male",NA,"97",TRUE,FALSE,"Marchman","Secondary","comprehension",296,TRUE,"All Data",1071,"All Data (n = 1071)"
146005,18,"English (American)","WG","Fourth","White","Female",NA,"98",TRUE,FALSE,"Marchman","Some College","comprehension",225,TRUE,"All Data",1071,"All Data (n = 1071)"
146006,18,"English (American)","WG","First","White","Male",NA,NA,TRUE,FALSE,"Marchman","Secondary","comprehension",97,TRUE,"All Data",1071,"All Data (n = 1071)"
146007,18,"English (American)","WG","First","White","Male",NA,"101",TRUE,FALSE,"Marchman","Graduate","comprehension",314,TRUE,"All Data",1071,"All Data (n = 1071)"
146008,18,"English (American)","WG","First","White","Male",NA,"102",TRUE,FALSE,"Marchman","Secondary","comprehension",328,TRUE,"All Data",1071,"All Data (n = 1071)"
146009,18,"English (American)","WG","First","White","Male",NA,"103",TRUE,FALSE,"Marchman","Graduate","comprehension",373,TRUE,"All Data",1071,"All Data (n = 1071)"
146010,18,"English (American)","WG","First","White","Female",NA,"104",TRUE,FALSE,"Marchman","College","comprehension",287,TRUE,"All Data",1071,"All Data (n = 1071)"
146011,18,"English (American)","WG","First","White","Male",NA,"105",TRUE,FALSE,"Marchman","Secondary","comprehension",303,TRUE,"All Data",1071,"All Data (n = 1071)"
146012,18,"English (American)","WG","First","White","Female",NA,"106",TRUE,FALSE,"Marchman","College","comprehension",322,TRUE,"All Data",1071,"All Data (n = 1071)"
146013,18,"English (American)","WG","First","White","Male",NA,"107",TRUE,FALSE,"Marchman","Graduate","comprehension",252,TRUE,"All Data",1071,"All Data (n = 1071)"
146014,18,"English (American)","WG","Second","White","Male",NA,"108",TRUE,FALSE,"Marchman","Some College","comprehension",315,TRUE,"All Data",1071,"All Data (n = 1071)"
146015,18,"English (American)","WG","First","White","Female",NA,"109",TRUE,FALSE,"Marchman","College","comprehension",367,TRUE,"All Data",1071,"All Data (n = 1071)"
146016,18,"English (American)","WG","First","White","Female",NA,"110",TRUE,FALSE,"Marchman","Secondary","comprehension",267,TRUE,"All Data",1071,"All Data (n = 1071)"
146017,18,"English (American)","WG","First","Asian","Female",NA,"111",TRUE,FALSE,"Marchman","College","comprehension",344,TRUE,"All Data",1071,"All Data (n = 1071)"
146018,18,"English (American)","WG","First","White","Male",NA,"112",TRUE,FALSE,"Marchman","Some College","comprehension",233,TRUE,"All Data",1071,"All Data (n = 1071)"
146020,18,"English (American)","WG","First","Hispanic","Female",NA,"114",TRUE,FALSE,"Marchman","Secondary","comprehension",125,TRUE,"All Data",1071,"All Data (n = 1071)"
146021,18,"English (American)","WG","First","White","Female",NA,"115",TRUE,FALSE,"Marchman","Some College","comprehension",163,TRUE,"All Data",1071,"All Data (n = 1071)"
146022,18,"English (American)","WG","Second","White","Female",NA,"116",TRUE,FALSE,"Marchman","College","comprehension",191,TRUE,"All Data",1071,"All Data (n = 1071)"
146023,18,"English (American)","WG","First","White","Female",NA,"117",TRUE,FALSE,"Marchman","Some Graduate","comprehension",275,TRUE,"All Data",1071,"All Data (n = 1071)"
146024,18,"English (American)","WG","Fourth","White","Female",NA,"118",TRUE,FALSE,"Marchman","College","comprehension",195,TRUE,"All Data",1071,"All Data (n = 1071)"
146025,18,"English (American)","WG","First","Asian","Female",NA,"119",TRUE,FALSE,"Marchman","College","comprehension",395,TRUE,"All Data",1071,"All Data (n = 1071)"
146026,18,"English (American)","WG","First","White","Female",NA,"120",TRUE,FALSE,"Marchman","Some Graduate","comprehension",378,TRUE,"All Data",1071,"All Data (n = 1071)"
146030,18,"English (American)","WG","First","White","Female",NA,"125",TRUE,FALSE,"Marchman","College","comprehension",234,TRUE,"All Data",1071,"All Data (n = 1071)"
146032,18,"English (American)","WG","First","White","Male",NA,"127",TRUE,FALSE,"Marchman","Some Graduate","comprehension",311,TRUE,"All Data",1071,"All Data (n = 1071)"
146035,9,"English (American)","WG","First","Hispanic","Male",NA,"AB09M014",TRUE,FALSE,"Marchman","Some College","comprehension",10,TRUE,"All Data",1071,"All Data (n = 1071)"
146036,18,"English (American)","WG","Second","White","Male",NA,"AC05M057",TRUE,FALSE,"Marchman","Graduate","comprehension",314,TRUE,"All Data",1071,"All Data (n = 1071)"
146037,14,"English (American)","WG","Second","Hispanic","Male",NA,"AC13M067",TRUE,FALSE,"Marchman","Graduate","comprehension",112,TRUE,"All Data",1071,"All Data (n = 1071)"
146038,12,"English (American)","WG","First","Asian","Female",NA,"AD02F018",TRUE,FALSE,"Marchman","Graduate","comprehension",240,TRUE,"All Data",1071,"All Data (n = 1071)"
146039,15,"English (American)","WG","Second","Other","Female",NA,"AD08F059",TRUE,FALSE,"Marchman","College","comprehension",294,TRUE,"All Data",1071,"All Data (n = 1071)"
146040,13,"English (American)","WG","First","Other","Female",NA,"AE04F057",TRUE,FALSE,"Marchman","College","comprehension",148,TRUE,"All Data",1071,"All Data (n = 1071)"
146041,12,"English (American)","WG","First","White","Male",NA,"AF12M075",TRUE,FALSE,"Marchman","Secondary","comprehension",62,TRUE,"All Data",1071,"All Data (n = 1071)"
146042,13,"English (American)","WG","First","White","Female",NA,"AG05F108",TRUE,FALSE,"Marchman","Secondary","comprehension",119,TRUE,"All Data",1071,"All Data (n = 1071)"
146043,12,"English (American)","WG","First","Black","Female",NA,"AG12F103",TRUE,FALSE,"Marchman","College","comprehension",75,TRUE,"All Data",1071,"All Data (n = 1071)"
146044,12,"English (American)","WG","First","White","Male",NA,"AH12M086",TRUE,FALSE,"Marchman","Secondary","comprehension",55,TRUE,"All Data",1071,"All Data (n = 1071)"
146045,18,"English (American)","WG","Second","White","Female",NA,"AK17F098",TRUE,FALSE,"Marchman","College","comprehension",119,TRUE,"All Data",1071,"All Data (n = 1071)"
146046,13,"English (American)","WG","First","White","Male",NA,"AL02M097",TRUE,FALSE,"Marchman","Secondary","comprehension",135,TRUE,"All Data",1071,"All Data (n = 1071)"
146047,16,"English (American)","WG","Second","Black","Female",NA,"AL10F107",TRUE,FALSE,"Marchman","College","comprehension",129,TRUE,"All Data",1071,"All Data (n = 1071)"
146048,14,"English (American)","WG","First","White","Male",NA,"AP04M088",TRUE,FALSE,"Marchman","Secondary","comprehension",65,TRUE,"All Data",1071,"All Data (n = 1071)"
146049,12,"English (American)","WG","First","Other","Female",NA,"AR05F057",TRUE,FALSE,"Marchman","Secondary","comprehension",85,TRUE,"All Data",1071,"All Data (n = 1071)"
146050,17,"English (American)","WG","First","White","Female",NA,"AT01F038",TRUE,FALSE,"Marchman","Graduate","comprehension",158,TRUE,"All Data",1071,"All Data (n = 1071)"
146051,14,"English (American)","WG","First","Other","Male",NA,"AT09M098",TRUE,FALSE,"Marchman","Some Graduate","comprehension",36,TRUE,"All Data",1071,"All Data (n = 1071)"
146052,14,"English (American)","WG","First","Other","Male",NA,"AW00M057",TRUE,FALSE,"Marchman","Some College","comprehension",148,TRUE,"All Data",1071,"All Data (n = 1071)"
146053,12,"English (American)","WG","Third","White","Female",NA,"AW12F016",TRUE,FALSE,"Marchman","Secondary","comprehension",30,TRUE,"All Data",1071,"All Data (n = 1071)"
146055,16,"English (American)","WG","First","White","Male",NA,"BG03M107",TRUE,FALSE,"Marchman","Some College","comprehension",105,TRUE,"All Data",1071,"All Data (n = 1071)"
146056,13,"English (American)","WG","First","Other","Male",NA,"BG3M107A",TRUE,FALSE,"Marchman","Some College","comprehension",78,TRUE,"All Data",1071,"All Data (n = 1071)"
146057,16,"English (American)","WG","Fourth","Black","Female",NA,"BH03F057",TRUE,FALSE,"Marchman","Some College","comprehension",189,TRUE,"All Data",1071,"All Data (n = 1071)"
146058,13,"English (American)","WG","Second","Other","Male",NA,"BO00M038",TRUE,FALSE,"Marchman","Some College","comprehension",80,TRUE,"All Data",1071,"All Data (n = 1071)"
146059,11,"English (American)","WG",NA,"Asian","Male",NA,"C10282",TRUE,FALSE,"Marchman","College","comprehension",181,TRUE,"All Data",1071,"All Data (n = 1071)"
146060,11,"English (American)","WG",NA,"Hispanic","Female",NA,"C10298",TRUE,FALSE,"Marchman","College","comprehension",8,TRUE,"All Data",1071,"All Data (n = 1071)"
146061,11,"English (American)","WG",NA,"White","Male",NA,"C10360",TRUE,FALSE,"Marchman","Secondary","comprehension",36,TRUE,"All Data",1071,"All Data (n = 1071)"
146062,12,"English (American)","WG",NA,"White","Female",NA,"C8024",TRUE,FALSE,"Marchman","Secondary","comprehension",111,TRUE,"All Data",1071,"All Data (n = 1071)"
146063,10,"English (American)","WG",NA,"Black","Male",NA,"C8026",TRUE,FALSE,"Marchman","College","comprehension",46,TRUE,"All Data",1071,"All Data (n = 1071)"
146064,10,"English (American)","WG",NA,"White","Male",NA,"C8074",TRUE,FALSE,"Marchman","Secondary","comprehension",40,TRUE,"All Data",1071,"All Data (n = 1071)"
146065,16,"English (American)","WG",NA,"White","Female",NA,"C8102",TRUE,FALSE,"Marchman","Secondary","comprehension",140,TRUE,"All Data",1071,"All Data (n = 1071)"
146066,15,"English (American)","WG",NA,"White","Male",NA,"C8193",TRUE,FALSE,"Marchman","Secondary","comprehension",125,TRUE,"All Data",1071,"All Data (n = 1071)"
146067,9,"English (American)","WG",NA,"White","Female",NA,"C8237",TRUE,FALSE,"Marchman","Some Secondary","comprehension",16,TRUE,"All Data",1071,"All Data (n = 1071)"
146068,9,"English (American)","WG",NA,"White","Female",NA,"C8239",TRUE,FALSE,"Marchman","Some Secondary","comprehension",216,TRUE,"All Data",1071,"All Data (n = 1071)"
146069,10,"English (American)","WG",NA,"Black","Female",NA,"C8252",TRUE,FALSE,"Marchman","Some College","comprehension",28,TRUE,"All Data",1071,"All Data (n = 1071)"
146070,14,"English (American)","WG",NA,"White","Female",NA,"C8272",TRUE,FALSE,"Marchman","Secondary","comprehension",2,TRUE,"All Data",1071,"All Data (n = 1071)"
146071,10,"English (American)","WG",NA,"Black","Male",NA,"C8279",TRUE,FALSE,"Marchman","College","comprehension",14,TRUE,"All Data",1071,"All Data (n = 1071)"
146074,12,"English (American)","WG","First","Other","Female",NA,"CB03F038",TRUE,FALSE,"Marchman","Secondary","comprehension",53,TRUE,"All Data",1071,"All Data (n = 1071)"
146075,12,"English (American)","WG","First","White","Male",NA,"CB03M107",TRUE,FALSE,"Marchman","Secondary","comprehension",94,TRUE,"All Data",1071,"All Data (n = 1071)"
146076,18,"English (American)","WG","First","White","Female",NA,"CC02F059",TRUE,FALSE,"Marchman","College","comprehension",367,TRUE,"All Data",1071,"All Data (n = 1071)"
146077,13,"English (American)","WG","Second","Other","Male",NA,"CG04M108",TRUE,FALSE,"Marchman","Some Graduate","comprehension",110,TRUE,"All Data",1071,"All Data (n = 1071)"
146078,12,"English (American)","WG","First","Other","Female",NA,"CH03F018",TRUE,FALSE,"Marchman","College","comprehension",79,TRUE,"All Data",1071,"All Data (n = 1071)"
146079,18,"English (American)","WG","Second","White","Male",NA,"CH12M118",TRUE,FALSE,"Marchman","Graduate","comprehension",207,TRUE,"All Data",1071,"All Data (n = 1071)"
146080,15,"English (American)","WG","Second","Asian","Female",NA,"CH17F123",TRUE,FALSE,"Marchman","College","comprehension",326,TRUE,"All Data",1071,"All Data (n = 1071)"
146081,12,"English (American)","WG","First","White","Male",NA,"CK03M059",TRUE,FALSE,"Marchman","Secondary","comprehension",98,TRUE,"All Data",1071,"All Data (n = 1071)"
146082,17,"English (American)","WG","Second","White","Male",NA,"CL03M098",TRUE,FALSE,"Marchman","College","comprehension",259,TRUE,"All Data",1071,"All Data (n = 1071)"
146083,13,"English (American)","WG","First","Other","Male",NA,"CO04M098",TRUE,FALSE,"Marchman","College","comprehension",152,TRUE,"All Data",1071,"All Data (n = 1071)"
146084,12,"English (American)","WG","Second","Black","Female",NA,"CR12F087",TRUE,FALSE,"Marchman","Graduate","comprehension",185,TRUE,"All Data",1071,"All Data (n = 1071)"
146085,16,"English (American)","WG","Second","Other","Male",NA,"CS04M077",TRUE,FALSE,"Marchman","College","comprehension",191,TRUE,"All Data",1071,"All Data (n = 1071)"
146086,13,"English (American)","WG","Second","White","Male",NA,"CS13M046",TRUE,FALSE,"Marchman","Secondary","comprehension",114,TRUE,"All Data",1071,"All Data (n = 1071)"
146087,12,"English (American)","WG","First","Other","Male",NA,"CS2M107A",TRUE,FALSE,"Marchman","Graduate","comprehension",44,TRUE,"All Data",1071,"All Data (n = 1071)"
146088,12,"English (American)","WG","Third","Black","Male",NA,"DA12M084",TRUE,FALSE,"Marchman","Some Secondary","comprehension",118,TRUE,"All Data",1071,"All Data (n = 1071)"
146089,13,"English (American)","WG","Fourth","White","Male",NA,"DL04M107",TRUE,FALSE,"Marchman","Secondary","comprehension",24,TRUE,"All Data",1071,"All Data (n = 1071)"
146090,12,"English (American)","WG","Fourth","White","Male",NA,"DL12M104",TRUE,FALSE,"Marchman","Secondary","comprehension",19,TRUE,"All Data",1071,"All Data (n = 1071)"
146092,10,"English (American)","WG","Fourth","Black","Female",NA,"E0006",TRUE,FALSE,"Marchman","Some College","comprehension",15,TRUE,"All Data",1071,"All Data (n = 1071)"
146093,10,"English (American)","WG","Fourth","Asian","Male",NA,"E0007",TRUE,FALSE,"Marchman","Some College","comprehension",17,TRUE,"All Data",1071,"All Data (n = 1071)"
146094,10,"English (American)","WG","Third","Black","Male",NA,"E0067",TRUE,FALSE,"Marchman","Graduate","comprehension",59,TRUE,"All Data",1071,"All Data (n = 1071)"
146095,11,"English (American)","WG","Second","Asian","Female",NA,"E0070",TRUE,FALSE,"Marchman","College","comprehension",35,TRUE,"All Data",1071,"All Data (n = 1071)"
146096,10,"English (American)","WG","First","Hispanic","Male",NA,"E0074",TRUE,FALSE,"Marchman","Some Secondary","comprehension",9,TRUE,"All Data",1071,"All Data (n = 1071)"
