4668,573,253,278,271,175,87,44
573,2861,32,174,178,58,79,13
253,32,439,97,59,20,7,13
278,174,97,1491,735,10,6,5
271,178,59,735,2160,35,41,10
175,58,20,10,35,1107,24,39
87,79,7,6,41,24,971,8
44,13,13,5,10,39,8,420
