,BABY,BOOK,BOTTLE,CAT,DOG,HAND,SHOE,SPOON,words
0,0.0625,0.07692307692307693,0.1,0.05263157894736842,0.07142857142857142,0.058823529411764705,0.09090909090909091,0.1111111111111111,airplane
1,0.14285714285714285,0.1,0.1111111111111111,0.125,0.3333333333333333,0.08333333333333333,0.125,0.125,animal
2,0.07692307692307693,0.07142857142857142,0.07692307692307693,0.05555555555555555,0.07692307692307693,0.07692307692307693,0.08333333333333333,0.08333333333333333,apple
3,0.07142857142857142,0.0625,0.06666666666666667,0.05,0.06666666666666667,0.16666666666666666,0.07142857142857142,0.07142857142857142,arm
4,0.16666666666666666,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.125,0.08333333333333333,0.09090909090909091,0.09090909090909091,aunt
5,1.0,0.07142857142857142,0.07692307692307693,0.07142857142857142,0.1111111111111111,0.07692307692307693,0.08333333333333333,0.08333333333333333,baby
6,0.1111111111111111,0.07142857142857142,0.07692307692307693,0.07142857142857142,0.1111111111111111,0.07692307692307693,0.08333333333333333,0.08333333333333333,babysitter
7,0.06666666666666667,0.06666666666666667,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.06666666666666667,0.07692307692307693,0.07692307692307693,backyard
8,0.07692307692307693,0.1,0.14285714285714285,0.0625,0.09090909090909091,0.07142857142857142,0.125,0.16666666666666666,ball
9,0.09090909090909091,0.125,0.14285714285714285,0.07142857142857142,0.1111111111111111,0.08333333333333333,0.16666666666666666,0.16666666666666666,balloon
10,0.07692307692307693,0.07142857142857142,0.07692307692307693,0.05555555555555555,0.07692307692307693,0.07692307692307693,0.08333333333333333,0.08333333333333333,banana
11,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.043478260869565216,0.05555555555555555,0.058823529411764705,0.058823529411764705,0.058823529411764705,bath
12,0.07692307692307693,0.1,0.1111111111111111,0.0625,0.09090909090909091,0.07142857142857142,0.125,0.125,bathroom
13,0.07692307692307693,0.1,0.3333333333333333,0.0625,0.09090909090909091,0.07142857142857142,0.125,0.25,bathtub
14,0.1,0.1,0.1111111111111111,0.07142857142857142,0.1111111111111111,0.1,0.125,0.125,beach
15,0.07692307692307693,0.06666666666666667,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.07692307692307693,0.07692307692307693,0.07692307692307693,beads
16,0.07692307692307693,0.0625,0.06666666666666667,0.25,0.25,0.05555555555555555,0.07142857142857142,0.07142857142857142,bear
17,0.07142857142857142,0.09090909090909091,0.125,0.058823529411764705,0.08333333333333333,0.06666666666666667,0.1111111111111111,0.14285714285714285,bed
18,0.07692307692307693,0.1,0.1111111111111111,0.0625,0.09090909090909091,0.07142857142857142,0.125,0.125,bedroom
19,0.08333333333333333,0.06666666666666667,0.07142857142857142,0.07692307692307693,0.125,0.058823529411764705,0.07692307692307693,0.07692307692307693,bee
20,0.09090909090909091,0.09090909090909091,0.1,0.06666666666666667,0.1,0.09090909090909091,0.1111111111111111,0.1111111111111111,belly_button
21,0.0625,0.07692307692307693,0.08333333333333333,0.05263157894736842,0.07142857142857142,0.058823529411764705,0.09090909090909091,0.09090909090909091,bib
22,0.07692307692307693,0.1,0.2,0.0625,0.09090909090909091,0.07142857142857142,0.125,0.25,bicycle
23,0.1,0.07692307692307693,0.08333333333333333,0.14285714285714285,0.16666666666666666,0.06666666666666667,0.09090909090909091,0.09090909090909091,bird
24,0.07692307692307693,0.1,0.1111111111111111,0.0625,0.09090909090909091,0.07142857142857142,0.16666666666666666,0.125,blanket
25,0.07692307692307693,0.06666666666666667,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.07692307692307693,0.07692307692307693,0.07692307692307693,block
26,0.1,0.14285714285714285,0.16666666666666666,0.07692307692307693,0.125,0.09090909090909091,0.2,0.2,block
27,0.08333333333333333,0.2,0.125,0.06666666666666667,0.1,0.07692307692307693,0.14285714285714285,0.14285714285714285,book
28,0.07142857142857142,1.0,0.1,0.058823529411764705,0.08333333333333333,0.06666666666666667,0.1111111111111111,0.1111111111111111,book
29,0.08333333333333333,0.1111111111111111,0.125,0.06666666666666667,0.1,0.07692307692307693,0.3333333333333333,0.14285714285714285,boots
30,0.07692307692307693,0.1,1.0,0.0625,0.09090909090909091,0.07142857142857142,0.125,0.25,bottle
31,0.07692307692307693,0.1,0.3333333333333333,0.0625,0.09090909090909091,0.07142857142857142,0.125,0.25,bottle
32,0.07692307692307693,0.1,0.3333333333333333,0.0625,0.09090909090909091,0.07142857142857142,0.125,0.25,bowl
33,0.07692307692307693,0.1,0.2,0.0625,0.09090909090909091,0.07142857142857142,0.125,0.25,bowl
34,0.08333333333333333,0.1111111111111111,0.25,0.06666666666666667,0.1,0.07692307692307693,0.14285714285714285,0.3333333333333333,box
35,0.14285714285714285,0.08333333333333333,0.09090909090909091,0.08333333333333333,0.14285714285714285,0.09090909090909091,0.1,0.1,boy
36,0.08333333333333333,0.07142857142857142,0.07692307692307693,0.05555555555555555,0.07692307692307693,0.08333333333333333,0.08333333333333333,0.08333333333333333,bread
37,0.07692307692307693,0.06666666666666667,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.07692307692307693,0.07692307692307693,0.07692307692307693,breakfast
38,0.07692307692307693,0.1,0.14285714285714285,0.0625,0.09090909090909091,0.07142857142857142,0.125,0.16666666666666666,broom
39,0.14285714285714285,0.07142857142857142,0.07692307692307693,0.07142857142857142,0.1111111111111111,0.07692307692307693,0.08333333333333333,0.08333333333333333,brother
40,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.06666666666666667,0.1,0.07692307692307693,0.14285714285714285,0.2,brush
41,0.0625,0.05555555555555555,0.058823529411764705,0.045454545454545456,0.058823529411764705,0.0625,0.0625,0.0625,bubbles
42,0.09090909090909091,0.07142857142857142,0.07692307692307693,0.08333333333333333,0.14285714285714285,0.0625,0.08333333333333333,0.08333333333333333,bug
43,0.06666666666666667,0.05555555555555555,0.058823529411764705,0.125,0.125,0.05,0.0625,0.0625,bunny
44,0.07692307692307693,0.1,0.14285714285714285,0.0625,0.09090909090909091,0.07142857142857142,0.125,0.16666666666666666,bus
45,0.09090909090909091,0.07692307692307693,0.08333333333333333,0.058823529411764705,0.08333333333333333,0.09090909090909091,0.09090909090909091,0.09090909090909091,butter
46,0.08333333333333333,0.06666666666666667,0.07142857142857142,0.07692307692307693,0.125,0.058823529411764705,0.07692307692307693,0.07692307692307693,butterfly
47,0.07142857142857142,0.09090909090909091,0.125,0.058823529411764705,0.08333333333333333,0.06666666666666667,0.1111111111111111,0.14285714285714285,button
